phe_region,mid_week,delta_prior_mean,delta_prior_sd
East Midlands,2020-05-31,2.794582130405702,0.3195856721244675
East Midlands,2020-06-07,2.7797199417728993,0.29342917393221646
East Midlands,2020-06-14,2.8083662233356645,0.27052510980457845
East Midlands,2020-06-21,2.8768972909642225,0.24920301395960126
East Midlands,2020-06-28,2.8438338197953237,0.2461108685667771
East Midlands,2020-07-05,2.7481437865452354,0.2454940401819034
East Midlands,2020-07-12,2.6329132278940572,0.24244959804743713
East Midlands,2020-07-19,2.5836706755413585,0.2386009114544728
East Midlands,2020-07-26,2.600623567109803,0.233564950283696
East Midlands,2020-08-02,2.5770581094114697,0.2282374960021356
East Midlands,2020-08-09,2.506395698791628,0.22721144677440688
East Midlands,2020-08-16,2.4124701746563373,0.2224853729641802
East Midlands,2020-08-23,2.388809952536734,0.21440486242018705
East Midlands,2020-08-30,2.324992604738167,0.20145633118573153
East Midlands,2020-09-06,2.217633092154329,0.18377696092927412
East Midlands,2020-09-13,2.0825825871571206,0.1609304855380918
East Midlands,2020-09-20,1.995700701732599,0.1159841891437135
East Midlands,2020-09-27,2.277548399335212,0.11547464582512107
East Midlands,2020-10-04,2.390239905397246,0.12450107267429303
East Midlands,2020-10-11,2.4307031175355047,0.1310515060948292
East Midlands,2020-10-18,2.4739259382127856,0.08920031975167088
East Midlands,2020-10-25,2.5248378990885003,0.08382870153052621
East Midlands,2020-11-01,2.6289732911071018,0.12177033938543405
East Midlands,2020-11-08,2.6091190309231904,0.13228801255199368
East Midlands,2020-11-15,2.594255932612593,0.09891458511777496
East Midlands,2020-11-22,2.4623741501244925,0.08905405469892526
East Midlands,2020-11-29,2.3912605812620473,0.11227252256283178
East Midlands,2020-12-06,2.492345518700741,0.15696071104893236
East Midlands,2020-12-13,2.602514171987906,0.17620353822704157
East Midlands,2020-12-20,2.718112363801276,0.17877473808387032
East Midlands,2020-12-27,2.8483150719278307,0.16763545319907625
East Midlands,2021-01-03,2.9815119343221346,0.137990725997479
East Midlands,2021-01-10,3.0763597435447934,0.11122077569050376
East Midlands,2021-01-17,2.9320874501046186,0.11648057658413546
East Midlands,2021-01-24,2.9674393774183847,0.1493362362624662
East Midlands,2021-01-31,3.0139707357667493,0.15624173682974102
East Midlands,2021-02-07,3.079115790059671,0.13945943727339777
East Midlands,2021-02-14,3.024727673816877,0.1309844683420388
East Midlands,2021-02-21,2.9633304017571143,0.16687197181629904
East Midlands,2021-02-28,2.8656051308151804,0.18409320358503292
East Midlands,2021-03-07,2.790850726233809,0.18768264344150223
East Midlands,2021-03-14,2.746202027537241,0.17929061095140014
East Midlands,2021-03-21,2.6676377853020576,0.1870172281641136
East Midlands,2021-03-28,2.514472250798776,0.196939174352574
East Midlands,2021-04-04,2.3523361762247563,0.20745708565900792
East Midlands,2021-04-11,2.233492091294379,0.2114848710398485
East Midlands,2021-04-18,2.164639787933229,0.20996989466965846
East Midlands,2021-04-25,2.063165773813698,0.21266772019489613
East Midlands,2021-05-02,1.9291842918643145,0.23505942164447116
East Midlands,2021-05-09,1.777060594884647,0.25719232111536944
East Midlands,2021-05-16,1.6755086413370137,0.27987364577157064
East Midlands,2021-05-23,1.6297765832654838,0.30516900281603715
East of England,2020-05-31,2.2689363792097796,0.29354374419902607
East of England,2020-06-07,2.2539359995555377,0.2640237683480223
East of England,2020-06-14,2.2837522988873986,0.23576210027828243
East of England,2020-06-21,2.3601987025848667,0.20584646445091695
East of England,2020-06-28,2.357771345636097,0.19641706705726197
East of England,2020-07-05,2.2590492452784474,0.20590346491418673
East of England,2020-07-12,2.1495544310614014,0.2144018415899104
East of England,2020-07-19,2.107994239565199,0.2183603066016847
East of England,2020-07-26,2.13585918421919,0.21845440619330353
East of England,2020-08-02,2.1313284669086174,0.2123483256304183
East of England,2020-08-09,2.075395807456153,0.2107136826044473
East of England,2020-08-16,2.006109850294897,0.20305975032161902
East of England,2020-08-23,2.0144913955055643,0.1887129284565406
East of England,2020-08-30,1.9629180006076363,0.1759653952142524
East of England,2020-09-06,1.8244683567688293,0.1666441508092728
East of England,2020-09-13,1.686447584274328,0.15472333551654946
East of England,2020-09-20,1.6037109047633749,0.11788990900802519
East of England,2020-09-27,1.7885481134668575,0.11356439053600738
East of England,2020-10-04,1.9173829654207644,0.13189681068879955
East of England,2020-10-11,2.0216420576371306,0.13793943864712405
East of England,2020-10-18,2.1465469005034743,0.1052143953252407
East of England,2020-10-25,2.1346162149055417,0.09139236942076572
East of England,2020-11-01,2.2510017402672964,0.1188897664417912
East of England,2020-11-08,2.3969661657198054,0.13837765912964192
East of England,2020-11-15,2.5600723598505066,0.12047459943381542
East of England,2020-11-22,2.620312913816,0.1126404221599651
East of England,2020-11-29,2.608433521029897,0.1300276489544343
East of England,2020-12-06,2.643344440478263,0.16420657915112957
East of England,2020-12-13,2.688302762354172,0.17692403311543828
East of England,2020-12-20,2.7448504203613946,0.17535248105977147
East of England,2020-12-27,2.8098246479257005,0.1591859836097461
East of England,2021-01-03,2.8680105148187014,0.11963328934391662
East of England,2021-01-10,2.8548957395653938,0.08727327082998507
East of England,2021-01-17,2.6923092327538347,0.10041147902009534
East of England,2021-01-24,2.7258450530895235,0.14171185594041616
East of England,2021-01-31,2.7663604766252172,0.15422743503120445
East of England,2021-02-07,2.8281358535604446,0.1423437289457678
East of England,2021-02-14,2.771629597037139,0.13204121309300756
East of England,2021-02-21,2.6773843221961293,0.16389681655220031
East of England,2021-02-28,2.5476609575963107,0.18272295273609315
East of England,2021-03-07,2.4566319755128143,0.1885665841013477
East of England,2021-03-14,2.4110206007516943,0.18349639980742183
East of England,2021-03-21,2.3113259549806746,0.18086498509268045
East of England,2021-03-28,2.140736009908779,0.1930710662744528
East of England,2021-04-04,1.9578759921126903,0.20487843270716258
East of England,2021-04-11,1.8279685647745685,0.2100343733211208
East of England,2021-04-18,1.7523014863388162,0.2095526202074038
East of England,2021-04-25,1.6634131964398922,0.22728782893202945
East of England,2021-05-02,1.5286721888048258,0.24416797662658393
East of England,2021-05-09,1.372447313687393,0.2641678637283873
East of England,2021-05-16,1.2742501728800395,0.28556767251133836
East of England,2021-05-23,1.2292499374178898,0.3100298007445121
London,2020-05-31,1.1215583336267503,0.28635219506556747
London,2020-06-07,1.101062198017342,0.25299039596666906
London,2020-06-14,1.1193510235385193,0.22007171401750006
London,2020-06-21,1.1821394817530915,0.183349141859358
London,2020-06-28,1.2579060321434128,0.16885206681311288
London,2020-07-05,1.3134068993209294,0.18665451091455804
London,2020-07-12,1.3476942783150856,0.1997052102452154
London,2020-07-19,1.441647923051013,0.20535081891824922
London,2020-07-26,1.5957748746724063,0.20479593070058244
London,2020-08-02,1.7006500874205666,0.20713911227367035
London,2020-08-09,1.7607563146931124,0.2024339053699588
London,2020-08-16,1.8041665299368836,0.20083358144478447
London,2020-08-23,1.9023674802542963,0.19195319444023262
London,2020-08-30,1.9593596545144956,0.1724699949729293
London,2020-09-06,1.9419468074571342,0.16943590254002455
London,2020-09-13,1.876652481226208,0.1572653644656286
London,2020-09-20,1.8532046786633651,0.12156748466348394
London,2020-09-27,2.0214460285596436,0.11558577016293431
London,2020-10-04,2.147490195264778,0.1360437258096616
London,2020-10-11,2.1911101556578116,0.14243389750073743
London,2020-10-18,2.2411799056993753,0.11304033443178273
London,2020-10-25,2.1858209360953573,0.0936972866353853
London,2020-11-01,2.187427961379709,0.12069665677191481
London,2020-11-08,2.303542003644877,0.14264921849287635
London,2020-11-15,2.4255555995379217,0.13015584321254386
London,2020-11-22,2.353977536629281,0.1015485139713166
London,2020-11-29,2.310123604409445,0.11198410941879866
London,2020-12-06,2.4095733558392305,0.15545679007779184
London,2020-12-13,2.5157039999471826,0.17374649816422358
London,2020-12-20,2.618200380728249,0.17507452766925946
London,2020-12-27,2.7135385387277324,0.16031504371197897
London,2021-01-03,2.794582839411088,0.12135460437838834
London,2021-01-10,2.7131513865286663,0.08201190717382949
London,2021-01-17,2.519435715999607,0.0896787149832052
London,2021-01-24,2.48407968111039,0.13185390586784465
London,2021-01-31,2.4575594895205968,0.1468084747001873
London,2021-02-07,2.4359886742573242,0.13159948601583962
London,2021-02-14,2.289118268042599,0.12010865000319457
London,2021-02-21,1.9509574836465342,0.12678831740525523
London,2021-02-28,1.8980512076374556,0.16406144643507894
London,2021-03-07,1.8736494962499157,0.18075475061061255
London,2021-03-14,1.8848580265742754,0.18420176220896753
London,2021-03-21,1.8575405248147292,0.17718089342229762
London,2021-03-28,1.7426791192047697,0.18649989607189046
London,2021-04-04,1.6332747685527873,0.20365886755809248
London,2021-04-11,1.5676031977867166,0.21383143867428314
London,2021-04-18,1.5486675404064665,0.2189444437055316
London,2021-04-25,1.5022527723608605,0.2233834228184419
London,2021-05-02,1.3936530765735526,0.24124073180224723
London,2021-05-09,1.260620339066286,0.26222118626406843
London,2021-05-16,1.1758353014180023,0.2842852539204069
London,2021-05-23,1.1364476489405972,0.3091667458308095
North East,2020-05-31,1.541737408979426,0.33216592491247826
North East,2020-06-07,1.5142351491406385,0.31337530636659544
North East,2020-06-14,1.513549095839362,0.2993950611063023
North East,2020-06-21,1.5441691360530962,0.2895113573584394
North East,2020-06-28,1.5481872762406836,0.27990913761569736
North East,2020-07-05,1.5132305587634156,0.2737972112395624
North East,2020-07-12,1.4713009535111068,0.2657302417075488
North East,2020-07-19,1.493377050886643,0.25939846208434286
North East,2020-07-26,1.5758561042410049,0.2542321017789651
North East,2020-08-02,1.64366531589405,0.24583440612636498
North East,2020-08-09,1.6889560994787352,0.23772959945893524
North East,2020-08-16,1.726836727797885,0.22543038166438456
North East,2020-08-23,1.825773732355703,0.2102285633799269
North East,2020-08-30,1.9176025928539389,0.19913256110825794
North East,2020-09-06,1.9756780327403736,0.18655520082794913
North East,2020-09-13,2.0373860060431035,0.1703707737351651
North East,2020-09-20,2.124252407220138,0.13644996632693626
North East,2020-09-27,2.311183877207138,0.13772861173845935
North East,2020-10-04,2.3657467031908754,0.14903378648582502
North East,2020-10-11,2.3900221225364358,0.15117311135970846
North East,2020-10-18,2.412243626465087,0.12480020809384205
North East,2020-10-25,2.3480498338559417,0.1139443890233198
North East,2020-11-01,2.4176125968326447,0.14063152581706212
North East,2020-11-08,2.489168289092473,0.15935007761000883
North East,2020-11-15,2.556273292095938,0.15469658588595284
North East,2020-11-22,2.5536842635271597,0.14558060854381494
North East,2020-11-29,2.4948883293073654,0.159499165757383
North East,2020-12-06,2.500710083792475,0.18306490099927836
North East,2020-12-13,2.520747101151488,0.19379370166856347
North East,2020-12-20,2.5498057185812195,0.19402916684478397
North East,2020-12-27,2.595280130113335,0.1856448728999676
North East,2021-01-03,2.6386062460907818,0.16608300403930137
North East,2021-01-10,2.6573074861231207,0.15528392670147317
North East,2021-01-17,2.552566504786398,0.1584199517626418
North East,2021-01-24,2.4977090232391186,0.1737648636383598
North East,2021-01-31,2.4490139958005908,0.17510095828464486
North East,2021-02-07,2.4116937839804913,0.1619656419980955
North East,2021-02-14,2.310789501582226,0.15391566757389943
North East,2021-02-21,2.1950430801158807,0.17136945539337456
North East,2021-02-28,2.0848763209821537,0.18865411575360352
North East,2021-03-07,1.9869268775469582,0.1935812095160701
North East,2021-03-14,1.906204098801811,0.1880512033340589
North East,2021-03-21,1.8112694271542273,0.19367769400740412
North East,2021-03-28,1.666009470400889,0.20353986180861414
North East,2021-04-04,1.5292303052793501,0.21580991386523973
North East,2021-04-11,1.423765755210184,0.2231773924113683
North East,2021-04-18,1.3591419489296217,0.2270288776473699
North East,2021-04-25,1.287925342353035,0.23898413851303218
North East,2021-05-02,1.1882418288114143,0.2591762848465643
North East,2021-05-09,1.0768371737871592,0.2764930759843247
North East,2021-05-16,1.003585871568112,0.29603949995953294
North East,2021-05-23,0.9686302436925404,0.3192346682206954
North West,2020-05-31,2.6197541503961093,0.29430166018828807
North West,2020-06-07,2.6029808256617395,0.26474173548073654
North West,2020-06-14,2.627998426438938,0.23626520052658564
North West,2020-06-21,2.697156008957994,0.20597698916432772
North West,2020-06-28,2.7256219719997126,0.20913731464927937
North West,2020-07-05,2.667001994908553,0.21969760901025737
North West,2020-07-12,2.5830717640242984,0.22464282780257663
North West,2020-07-19,2.5674648085447,0.22656456443038167
North West,2020-07-26,2.6125724996599136,0.22567057305451096
North West,2020-08-02,2.62304604704901,0.22032937972903058
North West,2020-08-09,2.5833715456179775,0.21646563969773838
North West,2020-08-16,2.5301968950133684,0.20451703009272237
North West,2020-08-23,2.535117485055251,0.18573888963179805
North West,2020-08-30,2.4921156591266462,0.1633797714663331
North West,2020-09-06,2.413962686943465,0.1544274171989785
North West,2020-09-13,2.3662558776467364,0.1457238117526085
North West,2020-09-20,2.336880205978434,0.10383448680377282
North West,2020-09-27,2.4081550624644614,0.0892051795062278
North West,2020-10-04,2.4349923898530377,0.11535010952042521
North West,2020-10-11,2.408700321728835,0.12523548154274794
North West,2020-10-18,2.379615866746487,0.07947307670187391
North West,2020-10-25,2.1899036858956635,0.06800656492257826
North West,2020-11-01,2.302168306438287,0.09837384312835178
North West,2020-11-08,2.4244199572270033,0.12926764528660217
North West,2020-11-15,2.5484496863509034,0.1118965105683683
North West,2020-11-22,2.52773387937357,0.10253682657497931
North West,2020-11-29,2.5452921824893693,0.128662798241536
North West,2020-12-06,2.6146464197349517,0.16375297575176911
North West,2020-12-13,2.7040088551509918,0.17831947196047926
North West,2020-12-20,2.810680469721616,0.1784568510426783
North West,2020-12-27,2.942717836260214,0.16547016056046895
North West,2021-01-03,3.079577387199439,0.13306674934286522
North West,2021-01-10,3.1914072566613423,0.11297265371670648
North West,2021-01-17,3.117632395065385,0.13417704212049403
North West,2021-01-24,3.0178074036199445,0.15464451474053692
North West,2021-01-31,2.917386102980987,0.15066810427071944
North West,2021-02-07,2.8327695218242126,0.11892792357641037
North West,2021-02-14,2.8818001345573387,0.12990811575617411
North West,2021-02-21,2.805418786267526,0.15685346729155436
North West,2021-02-28,2.695814496188422,0.17454806513355065
North West,2021-03-07,2.610552038060418,0.17572239937521636
North West,2021-03-14,2.5540443994593622,0.16123054382244068
North West,2021-03-21,2.4496740135916113,0.15344251108402004
North West,2021-03-28,2.333743288385301,0.17503865587425996
North West,2021-04-04,2.2099683831724826,0.19212470913095325
North West,2021-04-11,2.1301842106231055,0.199390186601284
North West,2021-04-18,2.1007244575684343,0.19872716539735508
North West,2021-04-25,2.0626271872733293,0.20731056174068443
North West,2021-05-02,1.991859237618352,0.23396796961879268
North West,2021-05-09,1.894899461472047,0.25804168997666327
North West,2021-05-16,1.8410267124125241,0.2823925202284773
North West,2021-05-23,1.8227309230938291,0.3086974910630388
South East,2020-05-31,2.158434877741597,0.2603542343295358
South East,2020-06-07,2.122649165423098,0.2379756752446118
South East,2020-06-14,2.136286600946931,0.21428549329403115
South East,2020-06-21,2.204794505975229,0.18586717423493299
South East,2020-06-28,2.2458061871565698,0.18548551510841912
South East,2020-07-05,2.1376692531569312,0.19620972340987955
South East,2020-07-12,2.0241974554985513,0.20839509501109998
South East,2020-07-19,1.9857083814280456,0.21498742586287395
South East,2020-07-26,2.02246553943301,0.21719084638193378
South East,2020-08-02,2.023614394234241,0.21380461911674936
South East,2020-08-09,1.9883329883572651,0.20459743647646067
South East,2020-08-16,1.955819580658415,0.19858167608351918
South East,2020-08-23,2.002058334879203,0.18492262502551124
South East,2020-08-30,1.9761003087943947,0.16806782307155124
South East,2020-09-06,1.864955584490175,0.16510397885183015
South East,2020-09-13,1.7068836544351467,0.1510242399898789
South East,2020-09-20,1.6126391478856,0.10936505561560268
South East,2020-09-27,1.7865516091422409,0.10328387649544096
South East,2020-10-04,1.9165660878484883,0.12115225873719096
South East,2020-10-11,2.0353870775520284,0.131809261326682
South East,2020-10-18,2.1770513060224204,0.09673996019476555
South East,2020-10-25,2.0140163193576806,0.07188136028755235
South East,2020-11-01,2.1900806854867287,0.10402365160933286
South East,2020-11-08,2.3380855212593024,0.1272748057081003
South East,2020-11-15,2.497913489181314,0.09896817012470055
South East,2020-11-22,2.4633023759289885,0.08327661847018349
South East,2020-11-29,2.472395334941335,0.10814002244660262
South East,2020-12-06,2.5503385162523813,0.15384008811681607
South East,2020-12-13,2.6359633589407627,0.1714997848448709
South East,2020-12-20,2.7320611989743804,0.17326610813957907
South East,2020-12-27,2.834787363976356,0.15914447641659338
South East,2021-01-03,2.9316805484977158,0.12029764179977812
South East,2021-01-10,2.831646423399784,0.06487268430555501
South East,2021-01-17,2.764890141730919,0.09596465070907152
South East,2021-01-24,2.7968181984550573,0.14224931950258582
South East,2021-01-31,2.8042677042432125,0.1532264100633841
South East,2021-02-07,2.826871942548597,0.13753803239014886
South East,2021-02-14,2.7004661767251936,0.11981696876142958
South East,2021-02-21,2.5252811607647665,0.14207931078382768
South East,2021-02-28,2.405869170187924,0.1753140328162864
South East,2021-03-07,2.330322536821485,0.1930562733756224
South East,2021-03-14,2.3052586130123975,0.201204048954547
South East,2021-03-21,2.224278139770657,0.20315612181080345
South East,2021-03-28,2.0599239885617906,0.20784984683539193
South East,2021-04-04,1.8631297733965184,0.20595183880208234
South East,2021-04-11,1.724635994773159,0.19775604187616652
South East,2021-04-18,1.6467005563799728,0.18151041883820307
South East,2021-04-25,1.5130481746490105,0.17294985053595235
South East,2021-05-02,1.3356741927133715,0.1947348383433823
South East,2021-05-09,1.1662846416923327,0.22594877371665611
South East,2021-05-16,1.061892153488288,0.25428548751308916
South East,2021-05-23,1.0188857265058047,0.28318792815456706
South West,2020-05-31,0.8185720729476507,0.29843079703059816
South West,2020-06-07,0.7993020990279895,0.2672094979722553
South West,2020-06-14,0.8129288090408354,0.23774458513168406
South West,2020-06-21,0.8703993012318643,0.20704831889398695
South West,2020-06-28,0.9621141002172631,0.2120081716849437
South West,2020-07-05,0.9682183262971759,0.22317440950057474
South West,2020-07-12,0.9535910112725994,0.22811810652012915
South West,2020-07-19,1.0149074137041756,0.23071778708911272
South West,2020-07-26,1.145754947846483,0.23133233519435184
South West,2020-08-02,1.2420465794634516,0.22811512869066647
South West,2020-08-09,1.284766822519284,0.22629186491665115
South West,2020-08-16,1.3038940841806426,0.21909366507641095
South West,2020-08-23,1.3833510785248353,0.20812299418307603
South West,2020-08-30,1.437397154665482,0.18770205322790767
South West,2020-09-06,1.436007784118733,0.1780684481833307
South West,2020-09-13,1.4091926539656887,0.16722419647098719
South West,2020-09-20,1.4429361661381268,0.1384213151236543
South West,2020-09-27,1.6123016105409531,0.12517772150477446
South West,2020-10-04,1.8378859136200862,0.1380258827769052
South West,2020-10-11,1.985666389789553,0.1455068029182714
South West,2020-10-18,2.1443627545320982,0.12060433060443251
South West,2020-10-25,2.155577803964578,0.10085372877211503
South West,2020-11-01,2.2617408194569366,0.1256100776296396
South West,2020-11-08,2.334735080126356,0.1439861925358795
South West,2020-11-15,2.415360829174348,0.12911607321738455
South West,2020-11-22,2.415734176833232,0.1232650494220574
South West,2020-11-29,2.411227269434739,0.14234369875187525
South West,2020-12-06,2.454114861507029,0.17312032555140508
South West,2020-12-13,2.514728549820464,0.18622748460563757
South West,2020-12-20,2.6043755243299516,0.18829992369746723
South West,2020-12-27,2.713858005991462,0.1787340880078624
South West,2021-01-03,2.8323100811046924,0.15488530483974597
South West,2021-01-10,2.9068856035671287,0.1348475305568742
South West,2021-01-17,2.8796521754094653,0.16753109559466023
South West,2021-01-24,2.7953462552057564,0.18516461441736787
South West,2021-01-31,2.7062439080486533,0.19227729105533845
South West,2021-02-07,2.6437168787787932,0.18942073150914843
South West,2021-02-14,2.521221259860489,0.19637609738673942
South West,2021-02-21,2.325987591860959,0.20808835976086745
South West,2021-02-28,2.1168867226756465,0.21132907928795636
South West,2021-03-07,1.953573916248376,0.2087680611141701
South West,2021-03-14,1.8369159783016342,0.20009625723192337
South West,2021-03-21,1.7118352801498327,0.2095233355879191
South West,2021-03-28,1.527003221763873,0.21787378376993158
South West,2021-04-04,1.3217490013954225,0.22449738426589688
South West,2021-04-11,1.171315418944501,0.22803692648931975
South West,2021-04-18,1.0777857417373327,0.22903727427118264
South West,2021-04-25,0.9462369969780214,0.22720920056010577
South West,2021-05-02,0.7534536637378311,0.23650266440329465
South West,2021-05-09,0.585275271075937,0.25772667200501115
South West,2021-05-16,0.47595724855628296,0.2798980223244849
South West,2021-05-23,0.4247844890286129,0.3049192821079922
West Midlands,2020-05-31,2.1410182382277663,0.30376145961902407
West Midlands,2020-06-07,2.1269021957082335,0.2738806183265793
West Midlands,2020-06-14,2.1553411379474627,0.24611866226148105
West Midlands,2020-06-21,2.2266803479232187,0.21790686942942472
West Midlands,2020-06-28,2.2710215223733896,0.21172857772411263
West Midlands,2020-07-05,2.2233966534402003,0.21676833838560128
West Midlands,2020-07-12,2.18017906281677,0.22437212301802648
West Midlands,2020-07-19,2.1966782706658328,0.22894498498268082
West Midlands,2020-07-26,2.2735060842830723,0.23117076984247742
West Midlands,2020-08-02,2.316758068989237,0.2307143983178777
West Midlands,2020-08-09,2.326054006560062,0.2273474940221669
West Midlands,2020-08-16,2.316769210667612,0.22019274503572356
West Midlands,2020-08-23,2.370651618142575,0.2092407376434524
West Midlands,2020-08-30,2.3906133204014,0.1924211528579421
West Midlands,2020-09-06,2.3948836006960383,0.19050636694795306
West Midlands,2020-09-13,2.371683158731906,0.1757813068736073
West Midlands,2020-09-20,2.393413542956208,0.14590002387568213
West Midlands,2020-09-27,2.3717508772946108,0.1264657521305971
West Midlands,2020-10-04,2.299754877677721,0.13175205208786353
West Midlands,2020-10-11,2.2864624697737175,0.13686599076614453
West Midlands,2020-10-18,2.286113358731653,0.10251281104869356
West Midlands,2020-10-25,2.1618458368806497,0.08188895159175202
West Midlands,2020-11-01,2.378747814988032,0.11963703898872667
West Midlands,2020-11-08,2.4619107545779295,0.13380821860313452
West Midlands,2020-11-15,2.5439019274253347,0.10561326216000193
West Midlands,2020-11-22,2.652465682695039,0.10771416227764358
West Midlands,2020-11-29,2.7417396866797823,0.1438074302414348
West Midlands,2020-12-06,2.8009804057800887,0.17430133136599393
West Midlands,2020-12-13,2.877800193510223,0.1884028096748156
West Midlands,2020-12-20,2.9607072557283325,0.18888994939273188
West Midlands,2020-12-27,3.059658735346255,0.17805978513285392
West Midlands,2021-01-03,3.1593540256507184,0.15143314177667053
West Midlands,2021-01-10,3.1861726753549817,0.11452142559436643
West Midlands,2021-01-17,3.1627213035019803,0.13886065263938163
West Midlands,2021-01-24,3.1239456383081476,0.16733411667456108
West Midlands,2021-01-31,3.104416923483529,0.18061969556195373
West Midlands,2021-02-07,3.0971671117114887,0.1796359399409573
West Midlands,2021-02-14,3.0306659227647894,0.1731202986502661
West Midlands,2021-02-21,2.874746506248219,0.18912785954318273
West Midlands,2021-02-28,2.6880640130599693,0.19624613575090336
West Midlands,2021-03-07,2.524699820681457,0.1930989594830831
West Midlands,2021-03-14,2.3917268167192836,0.1795599990745601
West Midlands,2021-03-21,2.2729895014584014,0.19323616376845507
West Midlands,2021-03-28,2.106607978736415,0.199494028693558
West Midlands,2021-04-04,1.92650021330924,0.20711273695326293
West Midlands,2021-04-11,1.7893312506515398,0.2083725364780732
West Midlands,2021-04-18,1.6987582223233153,0.20361725282838583
West Midlands,2021-04-25,1.5636942441671884,0.20155625748005523
West Midlands,2021-05-02,1.4299250528785894,0.229622124957011
West Midlands,2021-05-09,1.2809111778155557,0.25274919661737794
West Midlands,2021-05-16,1.1873526721895837,0.2761789976052345
West Midlands,2021-05-23,1.146945426912584,0.3019747812326523
Yorkshire and The Humber,2020-05-31,2.4397696539090172,0.32624944973865855
Yorkshire and The Humber,2020-06-07,2.430088107632021,0.3047510107217296
Yorkshire and The Humber,2020-06-14,2.454369185623314,0.287210600083929
Yorkshire and The Humber,2020-06-21,2.509845628342989,0.2724224073405206
Yorkshire and The Humber,2020-06-28,2.527324349959499,0.2570750872713807
Yorkshire and The Humber,2020-07-05,2.4637314511512947,0.25449402597921683
Yorkshire and The Humber,2020-07-12,2.384854047412002,0.2489328329907593
Yorkshire and The Humber,2020-07-19,2.3633213829979187,0.24325740039720728
Yorkshire and The Humber,2020-07-26,2.3973543052918274,0.23687642231151082
Yorkshire and The Humber,2020-08-02,2.3946286135417467,0.2290507994205842
Yorkshire and The Humber,2020-08-09,2.356451368118056,0.2204352487320824
Yorkshire and The Humber,2020-08-16,2.303052452623657,0.20801191853113973
Yorkshire and The Humber,2020-08-23,2.3061112558893027,0.18956756634980168
Yorkshire and The Humber,2020-08-30,2.279455215821177,0.17280813884728877
Yorkshire and The Humber,2020-09-06,2.29203441856172,0.17729252191047287
Yorkshire and The Humber,2020-09-13,2.2896137535283834,0.16512124365763892
Yorkshire and The Humber,2020-09-20,2.3189248014436106,0.1331413667267384
Yorkshire and The Humber,2020-09-27,2.448373733386856,0.12506235094972476
Yorkshire and The Humber,2020-10-04,2.485194548015788,0.138580377153836
Yorkshire and The Humber,2020-10-11,2.4699911599773157,0.13800136755173262
Yorkshire and The Humber,2020-10-18,2.4571577892882726,0.09830476571746226
Yorkshire and The Humber,2020-10-25,2.4434225452193834,0.09084623621389637
Yorkshire and The Humber,2020-11-01,2.601648827949114,0.1303784855760917
Yorkshire and The Humber,2020-11-08,2.673778108001691,0.14530719077021365
Yorkshire and The Humber,2020-11-15,2.744740820605876,0.12971891552083192
Yorkshire and The Humber,2020-11-22,2.698384982550552,0.1275638082796367
Yorkshire and The Humber,2020-11-29,2.5505393363597677,0.13639467361137575
Yorkshire and The Humber,2020-12-06,2.572217843769972,0.17001905888845142
Yorkshire and The Humber,2020-12-13,2.6116634624611486,0.18611020088035535
Yorkshire and The Humber,2020-12-20,2.66717893216637,0.19031482970680633
Yorkshire and The Humber,2020-12-27,2.7348245743487425,0.18301839190331617
Yorkshire and The Humber,2021-01-03,2.809405045845399,0.16357933319475654
Yorkshire and The Humber,2021-01-10,2.829487255632801,0.12845570615716012
Yorkshire and The Humber,2021-01-17,2.848229482059462,0.1529660730241022
Yorkshire and The Humber,2021-01-24,2.8636376950758895,0.1746042909838333
Yorkshire and The Humber,2021-01-31,2.9106820746238418,0.18457575923948005
Yorkshire and The Humber,2021-02-07,2.974043781161049,0.18163237908787752
Yorkshire and The Humber,2021-02-14,2.980570577943944,0.18779987224877448
Yorkshire and The Humber,2021-02-21,2.9097249558678566,0.20141034655013837
Yorkshire and The Humber,2021-02-28,2.8135656194565963,0.21054880445489663
Yorkshire and The Humber,2021-03-07,2.731746784306546,0.21118074711641202
Yorkshire and The Humber,2021-03-14,2.668182339335348,0.20400365719176
Yorkshire and The Humber,2021-03-21,2.56542134361869,0.20851724404485691
Yorkshire and The Humber,2021-03-28,2.418582952356495,0.20904825434636237
Yorkshire and The Humber,2021-04-04,2.3254367646482645,0.22733507622845253
Yorkshire and The Humber,2021-04-11,2.2587497099582627,0.24159902836008693
Yorkshire and The Humber,2021-04-18,2.225003491550643,0.2539204702910909
Yorkshire and The Humber,2021-04-25,2.1642313190393656,0.26454155812935476
Yorkshire and The Humber,2021-05-02,2.061331281118445,0.27546078910590394
Yorkshire and The Humber,2021-05-09,1.942980649088719,0.29069048125757446
Yorkshire and The Humber,2021-05-16,1.865507670194456,0.3087396253859325
Yorkshire and The Humber,2021-05-23,1.8288477554546245,0.3307857037087303
